Platform Code,Club ID,Club Name,In All-Time,All-Time Rank,In Seasonal,Seasonal Rank,Skill Rating,Division,Wins,Ties,Losses,Games Played,Goals,Goals Against,Clean Sheets,Goals/Game,Goals Against/Game,Reputation Level
common-gen5,123762,Gimme 20p FC,Sim,1,Não,,3034,1,433,16,17,466,2081,251,314,4.47,0.54,10
common-gen5,1271461,swqaasdc,Sim,2,Não,,3031,1,345,26,114,485,1764,981,141,3.64,2.02,10
common-gen5,1100665,UNDATEABLES,Sim,3,Não,,3027,1,573,60,89,722,2474,773,310,3.43,1.07,10
common-gen5,3817553,PSG TIKITAKA,Sim,4,Não,,3011,1,150,31,32,213,556,201,86,2.61,0.94,9
common-gen5,7263,Ju We 20p Cong,Sim,5,Não,,2992,1,305,8,18,331,1506,246,192,4.55,0.74,10
common-gen5,3435834,Golazo 20p,Sim,6,Não,,2975,1,200,9,14,223,925,164,121,4.15,0.74,9
common-gen5,2273162,Nothing More,Sim,7,Não,,2975,1,417,14,18,449,2005,331,242,4.47,0.74,10
common-gen5,4959903,20p Turtles,Sim,8,Não,,2964,1,179,7,10,196,841,125,114,4.29,0.64,9
common-gen5,6170,20p Tigers,Sim,9,Não,,2961,1,265,4,10,279,1176,131,197,4.22,0.47,10
common-gen5,5704370,Glaswegians FC,Sim,10,Não,,2959,1,144,6,20,170,704,243,46,4.14,1.43,9
common-gen5,4422111,ACAXA,Sim,11,Não,,2959,1,251,27,29,307,1011,207,168,3.29,0.67,10
common-gen5,557529,6rbII,Sim,12,Não,,2956,1,331,6,63,400,1339,676,200,3.35,1.69,9
common-gen5,1575910,San Delta West,Sim,13,Não,,2953,1,414,54,72,540,1628,400,298,3.01,0.74,10
common-gen5,3880887,Lazy Carrots FC,Sim,14,Não,,2951,1,351,32,46,429,1536,349,231,3.58,0.81,10
common-gen5,3837376,San Delta,Sim,15,Não,,2949,1,210,19,15,244,796,132,155,3.26,0.54,9
common-gen5,471806,20p Sheep,Sim,16,Não,,2949,1,277,27,60,364,1357,488,148,3.73,1.34,10
common-gen5,3327374,Les Invaincus X,Sim,17,Não,,2948,1,131,30,22,183,576,166,84,3.15,0.91,8
common-gen5,3160430,its not easy,Sim,18,Não,,2943,1,286,34,38,358,1150,267,184,3.21,0.75,10
common-gen5,42160,I JINCHÃRIKI I,Sim,19,Não,,2936,1,247,25,10,282,1029,100,206,3.65,0.35,9
common-gen5,965886,PORTUGOAL,Sim,20,Não,,2934,1,167,0,3,170,781,21,156,4.59,0.12,9
common-gen5,223861,pF I Academy,Sim,21,Não,,2921,1,488,48,95,631,2548,976,207,4.04,1.55,10
common-gen5,1875,Venari City FC,Sim,22,Não,,2920,1,974,125,164,1263,4381,1151,638,3.47,0.91,10
common-gen5,5302378,noiados fc,Sim,23,Não,,2913,1,141,22,68,231,731,326,90,3.16,1.41,8
common-gen5,2877,Goytre United,Sim,24,Não,,2913,1,531,64,107,702,2369,766,321,3.37,1.09,10
common-gen5,895127,TÃHOO,Sim,25,Não,,2905,2,267,25,17,309,1273,339,136,4.12,1.10,9
common-gen5,4375205,Carrots Chilled,Sim,26,Não,,2903,1,223,14,13,250,998,195,145,3.99,0.78,9
common-gen5,660916,Take Notes,Sim,27,Não,,2895,1,318,16,15,349,1573,236,184,4.51,0.68,10
common-gen5,1520654,Los Tonys,Sim,28,Não,,2888,1,481,34,134,649,2806,1138,217,4.32,1.75,10
common-gen5,1544650,Futebol Mundial,Sim,29,Não,,2887,1,571,53,64,688,2287,514,373,3.32,0.75,10
common-gen5,120027,RV Tamanoir,Sim,30,Não,,2887,1,768,99,176,1043,3189,1312,357,3.06,1.26,10
common-gen5,1659379,Venari United,Sim,31,Não,,2885,1,292,29,59,380,1439,464,154,3.79,1.22,10
common-gen5,6115683,CHAMAAAAAAAAA,Sim,32,Não,,2881,1,168,10,22,200,946,297,75,4.73,1.49,8
common-gen5,4243538,Exception 64,Sim,33,Não,,2880,1,177,5,13,195,796,150,109,4.08,0.77,9
common-gen5,1950487,XI L3G3NDS II,Sim,34,Não,,2877,1,569,165,210,944,2028,841,416,2.15,0.89,10
common-gen5,1111542,La DÃ©faite,Sim,35,Não,,2872,1,392,75,71,538,1511,395,298,2.81,0.73,10
common-gen5,2975523,Lazy Slugs FC,Sim,36,Não,,2868,1,238,17,22,277,1096,203,158,3.96,0.73,9
common-gen5,535595,NU Academy,Sim,37,Não,,2867,1,401,42,42,485,1696,466,229,3.50,0.96,10
common-gen5,2653481,ÃNTAGÃNIST,Sim,38,Não,,2866,1,132,31,17,180,554,149,91,3.08,0.83,8
common-gen5,891105,xNever Enoughx,Sim,39,Não,,2865,1,293,13,11,317,1198,187,209,3.78,0.59,10
common-gen5,163803,Ariana Grande,Sim,40,Não,,2864,1,373,55,118,546,1830,824,180,3.35,1.51,10
common-gen5,1872876,Miami 11,Sim,41,Não,,2860,1,578,33,33,644,2271,350,402,3.53,0.54,10
common-gen5,1636,THE LAB,Sim,42,Não,,2855,1,246,47,26,319,960,163,204,3.01,0.51,9
common-gen5,1471469,GFC x,Sim,43,Não,,2849,1,534,40,41,615,2808,676,266,4.57,1.10,10
common-gen5,5711867,Its Not Apoc,Sim,44,Não,,2846,1,134,8,15,157,562,117,79,3.58,0.75,9
common-gen5,1859980,Apoc B,Sim,45,Não,,2843,1,430,70,124,624,1661,463,326,2.66,0.74,10
common-gen5,3986,I Dun Know,Sim,46,Não,,2843,1,479,66,138,683,1926,785,270,2.82,1.15,10
common-gen5,4823031,NM Burner,Sim,47,Não,,2841,1,342,33,50,425,1757,566,164,4.13,1.33,10
common-gen5,4070297,XI Mugiwara,Sim,48,Não,,2837,1,123,14,21,158,534,170,65,3.38,1.08,8
common-gen5,304640,EL Ga Za,Sim,49,Não,,2835,2,275,39,73,387,1486,715,108,3.84,1.85,9
common-gen5,21312,Not verygood fc,Sim,50,Não,,2834,1,857,166,389,1412,3719,2246,450,2.63,1.59,10
common-gen5,9874017,Steam Train,Sim,51,Não,,2833,1,91,0,0,91,436,126,37,4.79,1.38,8
common-gen5,116749,Ragmidables,Sim,52,Não,,2833,1,360,64,164,588,2178,1576,108,3.70,2.68,10
common-gen5,1164440,Brazilians Boss,Sim,53,Não,,2832,1,260,29,75,364,1355,680,89,3.72,1.87,9
common-gen5,5200994,Z i e g e n,Sim,54,Não,,2831,1,120,0,0,120,628,209,37,5.23,1.74,8
common-gen5,1103,Pure Football,Sim,55,Não,,2829,1,357,32,41,430,1874,562,165,4.36,1.31,10
common-gen5,1421860,Meliora FC,Sim,56,Não,,2828,1,445,56,124,625,2206,916,221,3.53,1.47,10
common-gen5,1154751,Pro I Jack,Sim,57,Não,,2825,1,824,92,168,1084,4860,2665,176,4.48,2.46,10
common-gen5,5993785,Tiki Takka 11,Sim,58,Não,,2823,1,129,7,10,146,569,102,81,3.90,0.70,8
common-gen5,1336138,Apocc,Sim,59,Não,,2820,1,453,70,98,621,1798,504,336,2.90,0.81,10
common-gen5,4652641,Millchan,Sim,60,Não,,2819,2,179,24,40,243,1011,438,63,4.16,1.80,9
common-gen5,3595261,URNOTWINNINGLOL,Sim,61,Não,,2819,1,159,2,2,163,572,22,142,3.51,0.13,8
common-gen5,7465393,N O R TH,Sim,62,Não,,2817,3,77,4,10,91,371,145,26,4.08,1.59,7
common-gen5,5115,Brain FC,Sim,63,Não,,2817,1,431,57,82,570,1828,652,240,3.21,1.14,10
common-gen5,484753,Splash Bros FC,Sim,64,Não,,2816,1,585,65,95,745,2871,974,266,3.85,1.31,10
common-gen5,1474798,XI L3G3NDS,Sim,65,Não,,2815,1,696,154,249,1099,2619,1032,477,2.38,0.94,10
common-gen5,1394745,Pro  Newbs,Sim,66,Não,,2815,1,281,12,26,319,1354,325,155,4.24,1.02,9
common-gen5,1347326,EJ Sports FC,Sim,67,Não,,2814,1,247,36,67,350,1278,664,90,3.65,1.90,9
common-gen5,468179,TNEKETT,Sim,68,Não,,2814,1,370,46,80,496,1911,852,162,3.85,1.72,10
common-gen5,47266,A1 Touch,Sim,69,Não,,2814,1,861,150,483,1494,5057,3222,318,3.38,2.16,10
common-gen5,31111,BROTHERHOOD FC,Sim,70,Não,,2813,1,710,88,138,936,3509,1186,346,3.75,1.27,10
common-gen5,469371,FC SUUU,Sim,71,Não,,2811,1,640,91,190,921,3202,1686,246,3.48,1.83,10
common-gen5,3460289,Real Deeldeaux,Sim,72,Não,,2810,1,243,16,43,302,1153,356,120,3.82,1.18,10
common-gen5,1022073,Tiki 11,Sim,73,Não,,2809,1,285,26,30,341,1214,207,210,3.56,0.61,9
common-gen5,261013,International B,Sim,74,Não,,2808,2,284,40,108,432,1451,835,114,3.36,1.93,9
common-gen5,3906252,xH F C,Sim,75,Não,,2807,1,354,30,98,482,2029,1187,89,4.21,2.46,10
common-gen5,4393152,Tarugo ES,Sim,76,Não,,2804,1,236,47,5,288,708,15,287,2.46,0.05,10
common-gen5,2409694,FC EXCEPTION C,Sim,77,Não,,2802,1,377,45,75,497,1758,631,184,3.54,1.27,10
common-gen5,3871870,II FRANCE II,Sim,78,Não,,2801,1,161,25,22,208,679,165,108,3.26,0.79,9
common-gen5,3865300,Brain FC Casual,Sim,79,Não,,2800,1,226,27,51,304,1077,387,117,3.54,1.27,9
common-gen5,323242,Patterns 2,Sim,80,Não,,2800,1,605,51,83,739,3453,1268,203,4.67,1.72,10
common-gen5,5374428,PSG TIKITAKA 2,Sim,81,Não,,2799,2,110,22,31,163,471,211,60,2.89,1.29,7
common-gen5,1957924,I Shingeki I,Sim,82,Não,,2797,1,524,86,157,767,2280,1002,269,2.97,1.31,10
common-gen5,880954,Final Boss FR,Sim,83,Não,,2797,1,720,134,293,1147,4300,2507,215,3.75,2.19,10
common-gen5,3255562,xOriginalSquad,Sim,84,Não,,2796,1,974,161,218,1353,4031,1423,597,2.98,1.05,10
common-gen5,10250,Expressing iT,Sim,85,Não,,2796,1,255,45,65,365,1027,379,164,2.81,1.04,10
common-gen5,11877,I Dun Know 2,Sim,86,Não,,2793,1,433,72,143,648,1851,853,233,2.86,1.32,10
common-gen5,477070,Eds Carrot Cake,Sim,87,Não,,2790,1,667,72,134,873,3038,767,456,3.48,0.88,10
common-gen5,612962,ONE PIECE11,Sim,88,Não,,2789,1,1685,268,463,2416,8135,3683,700,3.37,1.52,10
common-gen5,6977,Public Enemy,Sim,89,Não,,2788,1,424,5,9,438,3127,399,249,7.14,0.91,10
common-gen5,8419592,h o p e,Sim,90,Não,,2787,2,112,14,37,163,533,289,46,3.27,1.77,8
common-gen5,5187300,No Cancel,Sim,91,Não,,2783,1,108,0,1,109,514,78,60,4.72,0.72,8
common-gen5,263629,International,Sim,92,Não,,2782,1,1145,98,163,1406,5034,1463,626,3.58,1.04,10
common-gen5,71009,StreetFc,Sim,93,Não,,2774,1,417,20,28,465,1929,284,277,4.15,0.61,10
common-gen5,7345,The Dodgemen,Sim,94,Não,,2773,1,487,38,70,595,2257,748,244,3.79,1.26,10
common-gen5,738875,LeicesterUnited,Sim,95,Não,,2771,2,528,93,322,943,3220,2478,162,3.41,2.63,10
common-gen5,5358256,Cancel,Sim,96,Não,,2770,1,100,0,0,100,447,70,56,4.47,0.70,7
common-gen5,38384,Wingus FC,Sim,97,Não,,2766,1,252,13,13,278,1110,163,175,3.99,0.59,10
common-gen5,7668199,L A L O,Sim,98,Não,,2765,1,118,15,21,154,652,353,28,4.23,2.29,8
common-gen5,4322654,Xx LE FOUR xX,Sim,99,Não,,2764,1,302,35,58,395,1292,373,193,3.27,0.94,10
common-gen5,1471957,PRIMEFUTBOL,Sim,100,Não,,2763,1,418,46,48,512,1730,474,235,3.38,0.93,10
common-gen4,29695,FluÃ®d FÃ¸Ã¸tball,Sim,1,Não,,2779,1,255,10,8,273,1136,190,159,4.16,0.70,10
common-gen4,175732,x no mercy x,Sim,2,Não,,2775,1,183,9,10,202,857,130,136,4.24,0.64,9
common-gen4,416858,Ã¸Ã®Ã¸,Sim,3,Não,,2770,1,325,16,26,367,1497,376,174,4.08,1.02,10
common-gen4,569874,Ã®Tz SÃ¸ HÃ¸t,Sim,4,Não,,2765,1,184,5,4,193,816,125,115,4.23,0.65,9
common-gen4,540421,TÃ¸tal FÃ¸Ã¸tball,Sim,5,Não,,2733,1,211,6,9,226,955,154,127,4.23,0.68,9
common-gen4,484095,BÃ®ggest SnÃ£kes,Sim,6,Não,,2700,1,215,15,15,245,1032,212,127,4.21,0.87,9
common-gen4,615403,Ã®nfernÃ¸,Sim,7,Não,,2695,1,116,1,1,118,499,73,75,4.23,0.62,8
common-gen4,561178,LÃ®quÃ®d FÃ¸Ã¸tball,Sim,8,Não,,2692,1,204,3,9,216,868,134,136,4.02,0.62,9
common-gen4,1369,SCHWARZ VORAUS,Sim,9,Não,,2692,1,564,42,52,658,2573,746,257,3.91,1.13,10
common-gen4,95107,OUR FOOTBALL,Sim,10,Não,,2685,1,454,86,155,695,1964,1054,226,2.83,1.52,10
common-gen4,742806,Familia Moraeis,Sim,11,Não,,2665,1,295,62,158,515,1527,1043,92,2.97,2.03,9
common-gen4,280002,Coringas  Do Rj,Sim,12,Não,,2635,1,594,118,250,962,2884,1638,233,3.00,1.70,10
common-gen4,602484,FC Beuvry 2,Sim,13,Não,,2614,1,283,30,52,365,1628,744,84,4.46,2.04,9
common-gen4,290500,TIKI TAKA XI,Sim,14,Não,,2613,1,153,7,7,167,628,99,93,3.76,0.59,8
common-gen4,792229,39 hÃ¸tdÃ¸gs,Sim,15,Não,,2607,2,77,2,2,81,349,79,34,4.31,0.98,7
common-gen4,486749,CR7 LISBON,Sim,16,Não,,2607,1,426,87,232,745,2125,1530,163,2.85,2.05,10
common-gen4,201896,Yatay,Sim,17,Não,,2594,1,540,94,227,861,2324,1548,180,2.70,1.80,10
common-gen4,2105,CD Los LeÃ±os,Sim,18,Não,,2593,1,733,121,216,1070,2997,1347,374,2.80,1.26,10
common-gen4,1277,FC Cancelona,Sim,19,Não,,2583,1,317,49,71,437,1533,803,100,3.51,1.84,10
common-gen4,48269,FutFriendsSub60,Sim,20,Não,,2582,1,653,167,419,1239,3192,2461,251,2.58,1.99,10
common-gen4,18410,kyy club,Sim,21,Não,,2579,1,811,184,365,1360,3729,2317,315,2.74,1.70,10
common-gen4,517380,CJ FutbolTalde,Sim,22,Não,,2573,1,263,49,105,417,1358,817,82,3.26,1.96,10
common-gen4,17485,Bola Murcha FC,Sim,23,Não,,2573,1,678,77,126,881,3013,1106,315,3.42,1.26,10
common-gen4,15727,PREGONANTES FC,Sim,24,Não,,2569,1,341,55,85,481,1604,837,109,3.33,1.74,10
common-gen4,45759,World Class,Sim,25,Não,,2560,1,703,83,173,959,3021,1572,255,3.15,1.64,10
common-gen4,619250,CROTO  CLUB,Sim,26,Não,,2559,1,398,99,173,670,1797,1223,137,2.68,1.83,10
common-gen4,47770,WinClub,Sim,27,Não,,2559,2,192,21,36,249,894,298,89,3.59,1.20,9
common-gen4,30625,FC Unity,Sim,28,Não,,2559,1,890,117,279,1286,4396,2121,391,3.42,1.65,10
common-gen4,71542,Tigres FC,Sim,29,Não,,2558,1,453,46,84,583,2380,888,193,4.08,1.52,10
common-gen4,1774,KFSB FC,Sim,30,Não,,2556,1,292,21,41,354,1615,653,94,4.56,1.84,10
common-gen4,196923,Seirin Saints,Sim,31,Não,,2555,1,859,168,423,1450,5059,3319,221,3.49,2.29,10
common-gen4,696555,Maniac,Sim,32,Não,,2553,2,71,4,2,77,301,72,34,3.91,0.94,6
common-gen4,203629,Brotherhood26,Sim,33,Não,,2549,1,569,78,178,825,2492,1173,287,3.02,1.42,10
common-gen4,694122,Rikis mas 2,Sim,34,Não,,2548,2,218,39,84,341,1073,675,66,3.15,1.98,9
common-gen4,112265,BLACK DRAG0NS,Sim,35,Não,,2544,1,550,107,141,798,2264,972,271,2.84,1.22,10
common-gen4,624,Shadow Strikers,Sim,36,Não,,2542,1,942,187,295,1424,3804,1832,477,2.67,1.29,10
common-gen4,1810,AL7LM,Sim,37,Não,,2540,1,538,107,245,890,2746,1723,216,3.09,1.94,10
common-gen4,146845,Fc Los Pollos,Sim,38,Não,,2539,1,528,89,265,882,3098,2166,137,3.51,2.46,10
common-gen4,384817,los boxindanga,Sim,39,Não,,2537,1,560,115,289,964,3020,2167,174,3.13,2.25,10
common-gen4,158943,La Vida FC,Sim,40,Não,,2531,1,694,108,262,1064,3206,1816,274,3.01,1.71,10
common-gen4,199871,Firulas FC,Sim,41,Não,,2527,1,587,168,430,1185,3184,2628,197,2.69,2.22,10
common-gen4,846,I Disperatozzi,Sim,42,Não,,2526,1,490,84,165,739,2488,1561,130,3.37,2.11,10
common-gen4,1803,FC Beuvry,Sim,43,Não,,2523,1,509,52,111,672,2757,1281,160,4.10,1.91,10
common-gen4,300838,Kebab Resaka,Sim,44,Não,,2515,1,399,89,244,732,1964,1672,101,2.68,2.28,10
common-gen4,19661,Kfootball,Sim,45,Não,,2514,1,587,77,165,829,2422,1110,294,2.92,1.34,10
common-gen4,95250,Hertha Bebim,Sim,46,Não,,2512,1,393,46,97,536,1974,915,135,3.68,1.71,10
common-gen4,24164,Team fc 26,Sim,47,Não,,2511,1,421,95,239,755,2099,1520,162,2.78,2.01,10
common-gen4,15481,Copa Cabana,Sim,48,Não,,2511,1,422,67,206,695,2855,2150,72,4.11,3.09,10
common-gen4,8211,FC Niki Naka,Sim,49,Não,,2507,1,701,53,128,882,3962,1679,196,4.49,1.90,10
common-gen4,395863,ghuyhh,Sim,50,Não,,2505,1,239,25,49,313,1378,663,75,4.40,2.12,9
common-gen4,64983,Venados Krt,Sim,51,Não,,2505,1,546,85,205,836,2919,1659,176,3.49,1.98,10
common-gen4,28476,5leha 3lallah,Sim,52,Não,,2505,1,511,84,289,884,3590,2724,108,4.06,3.08,10
common-gen4,846738,Uxiono Club,Sim,53,Não,,2504,1,139,19,33,191,738,390,39,3.86,2.04,8
common-gen4,158396,FRUIT,Sim,54,Não,,2504,1,322,22,36,380,1442,382,153,3.79,1.01,10
common-gen4,250705,Isla Callampa,Sim,55,Não,,2503,1,272,69,108,449,1422,832,100,3.17,1.85,10
common-gen4,317170,FernandezVial,Sim,56,Não,,2502,1,248,64,173,485,1259,981,88,2.60,2.02,9
common-gen4,99449,Chaltron FC,Sim,57,Não,,2502,1,522,116,217,855,2248,1284,263,2.63,1.50,10
common-gen4,210787,Free Agents,Sim,58,Não,,2501,2,195,24,78,297,1255,798,41,4.23,2.69,8
common-gen4,8458,THE INZANOS,Sim,59,Não,,2500,1,502,96,196,794,2454,1497,158,3.09,1.89,10
common-gen4,42795,VINOCHIMBO,Sim,60,Não,,2498,1,572,101,208,881,2681,1542,202,3.04,1.75,10
common-gen4,759966,FC NordPrime,Sim,61,Não,,2497,2,186,39,76,301,947,579,69,3.15,1.92,9
common-gen4,176173,MrMarinakisBall,Sim,62,Não,,2497,1,607,100,251,958,3584,2354,118,3.74,2.46,10
common-gen4,8806,Skellers FC,Sim,63,Não,,2496,1,812,134,250,1196,4040,2028,310,3.38,1.70,10
common-gen4,631121,the donss,Sim,64,Não,,2495,1,87,6,24,117,502,272,26,4.29,2.32,7
common-gen4,673804,White Tadpoles,Sim,65,Não,,2494,1,240,38,81,359,1313,733,76,3.66,2.04,9
common-gen4,113454,LA FABRICA GC,Sim,66,Não,,2494,2,390,110,296,796,2388,2153,89,3.00,2.70,10
common-gen4,245639,SÃ³ nas coroa,Sim,67,Não,,2493,1,272,67,132,471,1241,808,109,2.63,1.72,9
common-gen4,743518,Ãatosos FC,Sim,68,Não,,2492,2,173,38,86,297,783,578,59,2.64,1.95,8
common-gen4,291732,TheBoys FC,Sim,69,Não,,2492,1,332,42,83,457,1690,762,131,3.70,1.67,10
common-gen4,226334,Be brave,Sim,70,Não,,2492,1,378,72,111,561,1862,949,125,3.32,1.69,10
common-gen4,47492,Calis FC,Sim,71,Não,,2492,2,239,65,162,466,1673,1349,57,3.59,2.89,9
common-gen4,3000,Sari Abu Swari,Sim,72,Não,,2492,1,396,26,57,479,2326,918,116,4.86,1.92,10
common-gen4,120034,Ãlue lock fr,Sim,73,Não,,2490,2,361,68,201,630,2060,1506,102,3.27,2.39,10
common-gen4,1070408,xJoga Bonita,Sim,74,Não,,2489,1,67,0,0,67,289,48,37,4.31,0.72,8
common-gen4,8276,GASDOP,Sim,75,Não,,2489,1,367,77,133,577,1781,1053,130,3.09,1.82,10
common-gen4,632843,Cornwall hill,Sim,76,Não,,2488,1,281,52,127,460,1507,1047,81,3.28,2.28,10
common-gen4,15523,Soccer Aid FC,Sim,77,Não,,2488,1,692,97,287,1076,3292,1873,265,3.06,1.74,10
common-gen4,285464,Blue Jays,Sim,78,Não,,2486,2,929,203,668,1800,5122,4257,270,2.85,2.37,10
common-gen4,210921,EscarduÃ§Ã¡ FC,Sim,79,Não,,2486,2,360,53,135,548,2112,1301,101,3.85,2.37,10
common-gen4,132388,KPROJECT,Sim,80,Não,,2484,1,611,93,236,940,2655,1480,296,2.82,1.57,10
common-gen4,25935,Isolate,Sim,81,Não,,2484,1,601,57,129,787,3121,1457,207,3.97,1.85,10
common-gen4,987907,dame tu peanot,Sim,82,Não,,2483,1,157,21,50,228,1056,662,32,4.63,2.90,8
common-gen4,275758,Lepaka fc,Sim,83,Não,,2483,1,237,43,90,370,1342,765,67,3.63,2.07,9
common-gen4,74246,Keita Pendente,Sim,84,Não,,2481,2,155,29,58,242,746,464,41,3.08,1.92,8
common-gen4,36900,hey jj,Sim,85,Não,,2481,2,465,73,199,737,2427,1520,158,3.29,2.06,10
common-gen4,378648,AL Rabee3 club,Sim,86,Não,,2478,3,121,23,40,184,692,391,40,3.76,2.12,8
common-gen4,36926,Labubu SA,Sim,87,Não,,2478,1,624,95,258,977,3063,2025,168,3.14,2.07,10
common-gen4,42447,Os Galaticos,Sim,88,Não,,2475,1,368,55,113,536,1934,1001,125,3.61,1.87,10
common-gen4,5146,The Black FC,Sim,89,Sim,21,2475,1,742,188,480,1410,4148,3288,216,2.94,2.33,10
common-gen4,91446,HOGMOB,Sim,90,Não,,2474,1,717,121,355,1193,4408,2795,213,3.69,2.34,10
common-gen4,675511,Semillero FC C,Sim,91,Não,,2471,2,166,22,49,237,817,402,62,3.45,1.70,8
common-gen4,439149,8OC FC,Sim,92,Não,,2471,1,419,80,208,707,2678,2002,84,3.79,2.83,10
common-gen4,49773,2G00N2BETRUE,Sim,93,Não,,2471,2,164,44,85,293,976,664,52,3.33,2.27,8
common-gen4,1627,Invite Us Then,Sim,94,Não,,2471,1,699,126,307,1132,4391,2737,205,3.88,2.42,10
common-gen4,268289,Elite Horizon,Sim,95,Não,,2470,1,304,39,136,479,1814,1151,94,3.79,2.40,10
common-gen4,31284,Rest In Pieces,Sim,96,Não,,2470,1,576,75,114,765,2936,1314,203,3.84,1.72,10
common-gen4,605354,Potencia FC,Sim,97,Não,,2467,1,264,27,66,357,1380,662,81,3.87,1.85,9
common-gen4,294132,Pescanovas777,Sim,98,Não,,2467,1,459,65,113,637,2560,1387,119,4.02,2.18,10
common-gen4,1275,world 28,Sim,99,Não,,2467,1,324,46,83,453,1553,718,135,3.43,1.58,9
common-gen4,18353,Fury FC,Sim,100,Não,,2466,1,565,100,264,929,2555,1597,259,2.75,1.72,10
nx,531605,KaliteSuperieur,Sim,1,Não,,2197,1,89,2,5,96,619,192,21,6.45,2.00,8
nx,684018,ARABESXNOIR,Sim,2,Não,,2127,1,132,14,18,164,763,335,35,4.65,2.04,8
nx,562951,THE ROOKIE S7,Sim,3,Não,,2012,3,53,3,5,61,373,145,13,6.11,2.38,5
nx,1025725,ArabeXnoir2,Sim,4,Não,,1998,2,45,7,13,65,317,184,4,4.88,2.83,4
nx,196488,MorRiikow,Sim,5,Não,,1952,2,51,4,19,74,333,219,19,4.50,2.96,7
nx,1109092,Pied Carre NN,Sim,6,Sim,7,1936,2,39,3,8,50,262,140,8,5.24,2.80,3
nx,409943,AS KRETIN,Sim,7,Não,,1927,3,44,2,8,54,253,107,14,4.69,1.98,4
nx,1432156,CITÃ 93,Sim,8,Sim,12,1926,4,28,2,2,32,179,58,9,5.59,1.81,2
nx,695782,Pied CarrÃ©,Sim,9,Sim,15,1919,2,170,23,93,286,1053,749,50,3.68,2.62,7
nx,359358,LOS CHURRIANERO,Sim,10,Sim,11,1877,2,221,48,134,403,1432,1132,55,3.55,2.81,8
nx,366521,Prestige UNITED,Sim,11,Não,,1832,2,229,41,112,382,1318,953,81,3.45,2.49,8
nx,295857,SLlIMES,Sim,12,Sim,66,1819,4,21,1,3,25,123,51,9,4.92,2.04,2
nx,684277,neuille fc,Sim,13,Não,,1815,4,21,3,5,29,129,75,5,4.45,2.59,2
nx,724482,Foot 2 Rue ext,Sim,14,Não,,1770,2,37,4,18,59,196,135,6,3.32,2.29,3
nx,403427,ROGUE MENS FC,Sim,15,Sim,20,1768,3,43,3,13,59,264,169,6,4.47,2.86,4
nx,646057,Los Parrillas,Sim,16,Não,,1750,3,37,6,19,62,193,156,9,3.11,2.52,3
nx,1473395,AS BAULAY,Sim,17,Sim,28,1749,4,14,0,2,16,97,34,1,6.06,2.12,1
nx,337329,Falafel FC,Sim,18,Não,,1724,3,22,5,18,45,134,129,2,2.98,2.87,2
nx,536763,fcfrancais,Sim,19,Não,,1708,3,102,26,78,206,713,653,27,3.46,3.17,5
nx,1464709,BLUE LOCK V1,Sim,20,Sim,13,1705,4,27,6,14,47,191,164,6,4.06,3.49,2
nx,1040452,TASTYCROUSTY,Sim,21,Sim,42,1700,4,38,7,22,67,264,202,9,3.94,3.01,3
nx,349642,FC Dosensuppe,Sim,22,Não,,1699,4,34,5,24,63,189,177,8,3.00,2.81,3
nx,366824,KCDQ fc,Sim,23,Não,,1695,5,9,1,1,11,42,14,5,3.82,1.27,1
nx,643160,chien fc,Sim,24,Não,,1694,3,27,7,21,55,164,154,8,2.98,2.80,3
nx,518519,Superstars Fc,Sim,25,Sim,3,1680,2,182,32,144,358,1337,1182,39,3.73,3.30,7
nx,1051591,Le Mans Warzone,Sim,26,Sim,1,1679,2,160,36,142,338,1142,1125,32,3.38,3.33,6
nx,908476,PATILLOS FC,Sim,27,Sim,24,1674,3,23,4,14,41,101,70,11,2.46,1.71,2
nx,922669,sport matozoid,Sim,28,Não,,1666,6,7,0,1,8,38,20,0,4.75,2.50,1
nx,1021411,ALMAGROFC,Sim,29,Não,,1665,3,23,4,18,45,141,129,4,3.13,2.87,2
nx,692468,J4BXLEN,Sim,30,Não,,1661,6,5,0,0,5,17,5,1,3.40,1.00,1
nx,498866,ssddssssdfsddfg,Sim,31,Sim,93,1653,4,49,16,43,108,327,319,9,3.03,2.95,3
nx,698028,PARIS SGGG,Sim,32,Não,,1646,6,6,1,1,8,27,8,4,3.38,1.00,1
nx,1239096,Frozen Gland,Sim,33,Sim,34,1640,4,10,1,2,13,41,15,6,3.15,1.15,1
nx,338312,get stuck in,Sim,34,Sim,54,1639,5,19,4,16,39,114,119,4,2.92,3.05,1
nx,1348933,DRAGONS ELITE,Sim,35,Sim,43,1638,5,7,0,0,7,21,0,7,3.00,0.00,1
nx,362160,AS GALATIQUE,Sim,36,Não,,1633,5,7,0,1,8,40,21,1,5.00,2.62,1
nx,409228,Combs FC,Sim,37,Não,,1623,3,49,8,39,96,333,281,15,3.47,2.93,3
nx,560130,Stade Parisien,Sim,38,Não,,1619,5,11,0,2,13,54,26,4,4.15,2.00,1
nx,302388,lfc is the best,Sim,39,Não,,1614,6,7,0,1,8,32,17,2,4.00,2.12,1
nx,725178,Cuervos FC1,Sim,40,Sim,80,1612,6,4,0,0,4,26,12,0,6.50,3.00,1
nx,406642,central unite,Sim,41,Não,,1611,3,37,8,28,73,189,181,12,2.59,2.48,3
